,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,forcast_horizon
210709,1009.9,951.7,913,899.2,872.1,869.1,886.7,890.5,1061.6,1157.3,1195,1189.9,1219.8,1269.7,1285.2,1305.7,1275.4,1244.5,1118.8,1041,1009.9,961.2,967.1,964.1,1
210712,972.2,953.9,922.3,918.6,892.2,884.9,913.2,928.8,1111.7,1244.3,1289.1,1317.9,1328.4,1396,1392.9,1403.3,1373.9,1381.6,1310.3,1199.5,1221.8,1183.4,1136.8,1113.2,3
210713,1048.5,1050.1,1003.7,992.8,971.7,960.8,993.1,1031.5,1173.3,1272.9,1301,1358.5,1396.6,1336.4,1391.3,1418,1396.2,1311.8,1283.1,1173.2,1164.2,1137.6,1071.9,1101.5,1
210714,1020.3,985.5,1003.1,1000.1,971.7,953.5,959.5,985.6,1221.9,1315.8,1337.8,1352.5,1322.3,1359.5,1401.5,1436.1,1403.5,1348.7,1234.8,1159.5,1163.5,1144.8,1139.8,1063.5,1
210715,1062.1,988.5,956.4,943.3,946,942,1005.5,994.3,1132.2,1308,1350.1,1344.1,1329.6,1404.7,1438.3,1386.8,1394.8,1291.5,1208.5,1144.7,1143.9,1122.8,1095.4,1071,1
210716,1017.1,974.7,996.6,969.1,950.2,937.4,963,978.2,1184.2,1276.2,1329.3,1340.4,1305,1317.8,1415.2,1338,1305.4,1260.8,1152.7,1081,1038.2,1028.4,1008.7,997.7,1
210719,953,981.1,946.1,938.1,914.9,893.5,916.7,1009.5,1097,1240,1309.3,1358.6,1319.3,1377.2,1437.7,1404.6,1406.1,1376.4,1255.4,1154.5,1163.2,1088.3,1042.8,1024.9,3
210720,1019.8,1000.2,992.7,976.1,961.9,941.4,979.8,1008.2,1226.7,1305.8,1348.7,1355.2,1341.5,1438.3,1456.5,1469.7,1380.5,1351.5,1326.2,1197.1,1199.1,1173.7,1100.7,1136.6,1
210721,1050.3,1001.7,988.1,957.5,945.3,911.1,936.4,975.8,1157.8,1290.6,1383,1398.5,1393.9,1411,1467.1,1533.1,1482.9,1405.2,1313.2,1214,1142.9,1143.2,1118,1083.5,1
210722,1062.5,1069.2,980.6,1026.2,984.1,939.7,951,1052.6,1174.1,1299.8,1377.2,1406.3,1403.3,1412.5,1456.3,1518.9,1427.7,1415.1,1331.6,1250.4,1207.2,1185,1153.2,1100.3,1
210723,1033.4,1051.1,1012.7,1004.7,979.6,954.3,968.3,973.3,1183.5,1332.1,1377.4,1450.3,1407.2,1420.4,1509.8,1488,1427.6,1423.1,1257.1,1179.1,1125.9,1117.3,1077.1,1072.1,1
210726,1025.9,1015.8,1007.7,950.7,976.7,959.2,962.3,1031.2,1222.5,1351.6,1377.2,1412.6,1398.4,1461.8,1503.7,1492.4,1486.2,1456.4,1357.4,1236.6,1216.3,1168.2,1125.8,1100.9,3
210727,1127.7,1046,899,913.2,852.7,813.9,865.8,885.3,1072.7,1237.3,1271.5,1315.1,1370.7,1333.2,1489.7,1380.3,1445.5,1416.9,1279.2,1204,1211.8,1170.1,1139.8,1064.5,1
210728,1033,987.3,1010,991,947.4,960.5,934,981,1261.5,1318.9,1376.4,1406.1,1420.3,1395.1,1473.3,1410.2,1425.1,1350.4,1275.5,1194.1,1157.8,1149.6,1133,1072.5,1
210729,1099.9,1091.1,1001.2,1004,978.9,967.5,949,1038.6,1204.1,1348.4,1368.2,1422.7,1436.7,1443.3,1470.7,1439.8,1444.1,1423.8,1251.6,1164.7,1159.8,1172.7,1133.2,1089.2,1
210730,1043.7,994.3,973.9,943.8,972.4,904,926.1,1067.7,1228.2,1324.1,1359.2,1369.4,1363.7,1421.3,1395.9,1415.5,1372.6,1373,1207.7,1126.4,1093.6,1092.1,1052.1,1041.5,1
210802,1008.6,1024.4,977.6,972.1,990.4,985.3,994.3,1040.8,1256.3,1363.4,1392.9,1424.5,1371.7,1427.1,1418.2,1478.6,1421.3,1446.4,1276.7,1191.7,1163.9,1154.1,1129.9,1045.6,3
210803,1041.7,1028.3,1006.3,1001.9,964,982.7,968.9,999.1,1118.6,1317.3,1392.8,1406.5,1377.2,1437.2,1532.5,1485.8,1508,1402.9,1347.4,1219.1,1213.7,1194.5,1159.4,1119.4,1
210804,1081.7,1024.3,1008,979.7,982.2,955.3,948.8,1020.8,1240.4,1369.4,1403.3,1450.2,1413.2,1460.8,1486.9,1462.2,1514.6,1440,1271.8,1206.2,1203.8,1157.8,1127.3,1070.1,1
210805,1045,1030.3,1056.6,995.8,984.8,938.5,965.6,1071.9,1210.4,1351.2,1423.7,1439.1,1454.1,1455.1,1500.1,1464,1508.8,1424.4,1320.3,1208.3,1218.7,1161.1,1145.2,1077.5,1
210806,1068.8,1033.4,1009.4,1031.3,983.3,972.8,969.4,1098.9,1218.3,1392.4,1442.6,1489.5,1484.4,1491.7,1492.3,1524.7,1527.4,1502.8,1139.7,1102.7,1060.6,1067,1036.2,991.8,1
210809,997.3,1001.1,962.3,944.3,918.3,931.5,955.8,979,1175,1308.9,1365.6,1376.6,1379.1,1416.4,1424.3,1444.1,1407.2,1367.1,1287.3,1149.6,1137.2,1123.4,1077,1066.9,3
210810,1038.5,1031,992.7,982.5,980.1,954,984.4,1009.3,1166.9,1298.3,1366.9,1406.8,1389.1,1456.8,1511.7,1468.5,1452.7,1363.1,1272.7,1249.4,1180.9,1113.5,1104.5,1073.4,1
210811,1039,1003.8,973.2,937.4,931.2,915.8,936.3,964,1135.5,1306.8,1368.1,1351.9,1394.2,1381.1,1375.1,1385.9,1380.9,1326.4,1222,1166.4,1132.1,1106.1,1093.1,1071.2,1
210812,1039.3,1026.8,985.5,942.5,958.4,921.4,919.5,962.6,1127.2,1265.2,1314.8,1339.2,1313.6,1333.5,1399.4,1337.3,1327.1,1297.4,1195.7,1148.8,1115.3,1113.8,1092.9,1044.2,1
210813,1016.1,978.5,970,931.3,954.8,928.7,911.7,952.7,1067.9,1155.6,1182,1250.6,1265.5,1284.5,1340.3,1314.1,1271,1241.7,1140.5,1104.3,1085.2,1046.6,1072,1028,1
210816,959.1,955.3,954,960.1,923.6,916.1,886,927.1,948.4,1025,1058.1,1106.5,1100.3,1104.7,1165.3,1118.5,1100.6,1103.1,1080.3,1067.9,1032.6,1046.8,1041,1016.4,3
210817,1001.4,974.6,968.2,925.2,904.3,910.6,896.7,912.1,1044.1,1244,1293.7,1295.6,1289.5,1351.5,1351.8,1402.3,1383.8,1378.9,1284.2,1176.7,1129.7,1118.9,1065,1066.7,1
210818,1027.8,997.2,984.1,927.7,898.1,913.5,920.2,955,1109.6,1274.8,1321.8,1337.2,1352.5,1385.1,1331.3,1289.4,1269.9,1206.7,1127.6,1065.6,1033.8,1015.1,998.4,970.2,1
210819,971.5,971.4,952.5,932.8,898.1,887.3,909.4,921.2,1065.3,1217,1286.1,1329.1,1315,1298.6,1283.8,1305.5,1266.6,1212.7,1128.4,1097,1086.8,1027.8,995.2,1007.7,1
210820,944.6,901,887.5,879.8,879.9,868.5,853,929.3,1092.8,1219.5,1301.1,1298.6,1285.4,1311.7,1348.3,1396.3,1378.7,1260.7,1158.4,1069.4,1015.1,1002.4,993.1,948,1
210823,957.9,939.3,979.4,933.7,900.6,921,920.4,946.3,1124.8,1181.4,1270.1,1297.2,1269.7,1353.6,1326.5,1334,1358.3,1315.9,1166.9,1083.4,1047.5,1015.2,1010.3,986.3,3
210824,949.8,990,923.5,934.5,902.3,894.3,888.3,877.4,990.9,1232.3,1260.8,1284.2,1323.4,1389.7,1367.5,1346.9,1357,1350.2,1260.4,1167.7,1121.9,1089.8,1075.5,1038.7,1
210825,1003.9,980.8,984.4,956.3,968.5,934,933.7,941.6,1138,1234.9,1262.1,1308.8,1318.1,1359.8,1359.5,1334.4,1314.1,1398.1,1256.6,1139.1,1147.1,1102.2,1087.5,1053.1,1
210826,1064.9,1019.2,1035.6,1001,940.6,954.8,945.7,951.8,1129.6,1258.3,1305.1,1320.6,1319.5,1324.3,1362.2,1419.3,1390.1,1325,1239,1127.4,1100.5,1091.4,1080,980.8,1
210827,996.3,959.6,941.9,926.9,909.4,912.3,907.4,942.2,1032.1,1241.1,1326.9,1354.8,1372.6,1324.1,1315.2,1320.1,1296.3,1220.9,1089.3,997.9,976.8,974.5,931.1,926.3,1
210830,936.4,913.2,903.5,886.8,879.5,898.6,891.1,894.7,1085.3,1266.8,1327.1,1363.3,1343.6,1379.9,1366.5,1375.2,1381.6,1370.5,1249.6,1087.3,1112.1,1078.9,1067.4,1019.6,3
210901,1005.3,958.3,961.9,935.1,941.9,955.7,950.9,997.8,1096.3,1245.7,1301.8,1295.4,1348.4,1345.3,1334.8,1363.9,1345.4,1287.6,1141.8,1084.1,1077.2,1068.8,1017.1,997.7,2
210902,957.5,921.1,889.5,883.5,875.2,874.3,885.6,890.2,1058.3,1187.1,1204.6,1233.2,1198.9,1206.6,1239.5,1203.8,1178.1,1212,1118.8,1066.7,1065.5,1029,996.7,958,1
210903,952.8,911.7,896.2,881.7,875.2,867.9,860.9,878.2,984.1,1065.1,1125.9,1169.9,1193.8,1195.7,1266.3,1271.4,1313.5,1250.2,1131.1,1088.8,1037.9,1032.3,962.7,943.9,1
210906,849.9,834.1,821.6,780.7,773.9,759.5,762.9,799.6,851.5,977.9,1005.2,1059.4,1074.9,1079.6,1105.9,1123.9,1113.1,1066.7,1037.1,984.3,961.1,981.8,936.8,911.7,3
210907,868.2,895.2,849,818.3,792.6,807.8,817.6,847.2,952.5,1117.8,1089.2,1118.6,1114.1,1178.6,1178.9,1243.2,1170.6,1160.8,1084.9,1012.9,985.8,956.3,954.7,904.6,1
210908,884.5,858,843.5,815,802.6,793.4,800.5,815.5,921.9,1057.2,1148.9,1112.7,1171.2,1189.6,1168.6,1184.8,1221.9,1153,1089.9,997.2,951.2,950.3,915.2,887.2,1
210909,852.7,839.1,826.7,836,801.4,775.4,781.2,787.8,969.4,1031,1130.7,1127.7,1130,1188,1191,1210.2,1198.1,1172.7,1091,1025.9,1046.7,978.6,996.3,908.8,1
210910,910.2,890.4,886,850.8,840.9,829.5,825.8,869.7,941.4,1062.2,1084,1089.5,1082.4,1144.7,1169.8,1162.7,1170.6,1140.5,1060.9,976.7,960,941,934.2,923.4,1
210913,897.9,886.3,879.6,854.8,867.7,821.7,836.2,846.5,983.8,1105.8,1137.3,1190,1139.3,1210.6,1247.4,1239.9,1188,1164.5,1085.7,1054.7,1025.5,1002.3,973.8,942.5,3
210914,908.5,897.1,857.7,877.7,830.4,836.7,807.9,838,985,1073,1090.8,1110.8,1092.2,1154.1,1182,1165.7,1199.2,1163.4,1120.1,1039.9,1014.6,1019.1,960.8,964.6,1
210915,925.4,845.5,832.7,842.8,812.9,824.1,844.6,842.5,938.7,1087.2,1141,1143.2,1156.3,1211.8,1220.6,1255.7,1232,1212.4,1112.5,1027.5,975.5,964.2,936.4,907.7,1
210916,892.9,849.8,828.4,805,783.2,782.8,780.3,827.2,889.8,1017.6,1118.1,1128,1094.8,1122.3,1126.8,1142.7,1122.8,1088.4,1037.4,964.7,940.2,945.1,1011.1,887,1
210917,850.7,835.9,845.6,824.7,795.7,780.2,793.7,831.5,947.2,1018.6,1060.3,1070.6,1069.2,1119,1158.5,1166.7,1188.1,1131.4,1018.4,939,921.3,885.7,829.1,833.7,1
210920,761.2,731.5,737.4,724.2,694.6,699,712.6,699.5,731.9,761.1,811.7,842.9,800.8,823.9,842.4,813.5,858.4,874.3,807.3,805.9,807.8,813.8,795.8,792.6,3
210921,783.2,806.1,783.8,764.4,765,717.7,728.1,768.4,738.1,739.5,771.4,819.1,821.2,879,908,885.3,911.3,899.7,870.2,826.3,841.4,816.1,799.8,813.1,1
210922,774.2,748.1,760.8,748,738.3,748.6,767.3,751.2,781.9,840,814.9,789.8,853.8,910,900.6,941.5,921.9,896.3,841.3,868.1,852,819.9,828.2,794.6,1
210923,788.3,772.6,746.6,749.8,717,735.4,725.4,738.9,838,992,1028.5,1056.1,1067.1,1110.3,1121.8,1143.8,1099.4,1070.5,1036.2,945.6,914.4,886.6,897.5,850.8,1
210924,803.6,786.3,767.5,766.7,751.6,737.9,760.2,761.6,826.3,931.5,1016.5,1062,1082.8,1105,1101.7,1130.9,1148.7,1069.2,1009.9,977.1,940.4,912.9,885.3,878.5,1
210927,824.4,823.6,823.7,773.2,769.1,760.1,780.8,789.7,906.9,1013,1100.6,1095.8,1126,1143.6,1160.3,1149.4,1146.6,1125.2,1084.5,1040.5,986.7,959.7,936.3,925.4,3
210928,904.7,875.6,870.6,850.4,828.8,808.9,796.6,831.2,940.9,1078.6,1128.7,1133.3,1117.6,1160,1166.9,1161.3,1147.9,1147,1079.8,1007.3,1027.9,983,974,926.6,1
210929,933.6,920.4,882.5,874.8,855.8,836.1,847.4,852.4,1013.1,1053.3,1120.3,1116.6,1125.8,1110.1,1151.9,1156.6,1109.3,1093.8,1071.3,1028.9,969.2,985.2,952.1,942.4,1
211001,860.8,802.9,808.4,802.9,772.3,760.9,757.6,742.3,824.1,962.5,1025,1076.4,1049.6,1106.7,1180.4,1171.5,1152.4,1120.6,1031.6,924.4,911.4,894.3,868.3,837.3,2
211004,824.6,850.5,791.5,784.1,775.2,800.3,819,812.7,861.5,893.2,930.2,982,945.8,1032.5,1043.2,1045.9,993.8,985.2,996.1,945.9,984.2,919.6,906.4,877.6,3
211005,855.4,840.2,800.4,823.5,800.4,782.3,807,821.7,964.3,1062.8,1149.5,1147.4,1181.8,1191.7,1225.2,1241.7,1242.2,1247.6,1172,1060.1,1042.8,1028.1,961.7,921.2,1
211007,892,857,826.4,802,796.2,793.8,772.7,816.4,897.2,1038.3,1146.4,1135.3,1136.5,1155.2,1140.1,1116.4,1125.9,1128.3,1052.9,988.4,991.2,933.4,907.1,903.4,2
211008,872.4,842.8,819.4,819.8,802.9,796.3,804.1,800.2,897.5,982.1,1078.8,1037.1,1028.4,1069.9,1109.1,1087.5,1083.9,1046.7,1025.8,965.5,892.1,915,877.3,874.4,1
211011,840.2,820.7,745.5,748.3,756.3,738.9,754.9,736.3,753,764.9,796.7,808,797.4,796.4,840.4,810.8,833.1,824.5,823.4,808.4,782.1,793,789.8,778.3,3
211012,770.5,762.1,768.5,732.9,738.2,752.8,734.1,731.9,830.9,881,955.4,938.2,934.6,934.9,929.5,967.6,959.8,920.7,928.2,852.3,850.3,839.4,846.7,810.2,1
211013,790.1,776.3,774.6,727.3,749.1,710.8,707,747.8,812.2,889.4,896.2,935,937.6,969.3,989.3,1023.5,1012.5,1005.8,949.4,923.9,897.4,879.7,859.6,825.9,1
211014,801.7,804.5,763.2,769.7,743,752.2,768.4,772.5,838.3,934.3,998.5,1000.9,1012.5,1068.9,1043.2,1106.1,1065.4,1054.4,949.1,920.1,868.4,887.9,823.7,837.6,1
211015,810.5,791,757.9,748.4,730.4,751.4,727.2,727.4,812,898.5,956.9,970.8,938,967.4,974.9,1010,991.3,972.5,889.5,814.9,836.1,812,787,776.7,1
211018,576.7,575.6,573.1,565.6,558.2,554.8,556,566,598.3,675.7,717.1,735.6,894.4,882.6,865.2,892.8,877.6,850.8,813.6,753.7,773.5,762.8,767.2,756.7,3
211019,700.8,702.5,683.4,696.7,668.9,665,656.7,660.1,706.4,783.5,823.2,889.2,842.1,807.5,881.4,934.9,885.2,848.5,769,763.5,736.9,769,723.6,712.9,1
211020,680.8,697.4,663.2,687.8,645.1,621,654.7,651,662.8,863.4,893.2,861.4,824.5,879.7,841.4,831.6,854,840.4,769.7,767.1,744,717.5,718.4,700.1,1
211021,721.3,693.5,661.8,692.7,678.6,686.2,658.9,675.3,724.3,797.2,813.1,816.8,741,775.9,774.2,790.8,754,784.5,738.2,685.2,682.7,678.3,686.9,665,1
211022,667,644.4,627.2,646.5,608.5,609.6,609.1,625.6,698.7,755.4,730.1,748.5,739.9,756.3,755.8,765.7,761.1,716.9,678.4,640.2,621.7,666.1,614.3,602.3,1
211025,622.6,613.1,603.1,591,616.6,578.1,586.8,627,645.7,747.2,747.1,777.4,749,767.2,800.4,778.3,772.2,743.1,723.7,694.9,708.7,699.9,681.9,669.5,3
211026,693.4,653.1,635.8,609,613.2,587.6,594,591.3,696.2,766.5,814.6,781.3,762.4,810,793.5,768.5,804.9,748.2,726.9,700.2,682.3,688.1,698,665.8,1
211027,655.1,656.5,654.8,631,617.7,628.2,649.1,603.8,681.1,732.9,791.4,814.7,797.3,764,777.7,788.1,757.9,754.9,719.7,687.1,704.1,703.6,713.1,679.4,1
211028,687.3,641.2,649.4,626.5,615,628.9,579,643.1,718.8,784.8,825.2,823.7,778.2,807.9,807.6,801.8,812.7,791.2,707.7,661.3,687.7,667.5,671.6,657,1
211101,642.4,644.2,637.7,622.8,604.9,596.1,620.9,628.5,728.2,751.4,806.1,814.9,802.7,805.1,804.9,809.9,796.1,778.7,723.1,746.1,713.6,708,717,704.3,3
211102,656,670,655,643.9,605.5,623.7,613.2,620.3,718.2,801.1,844.4,790.9,800,797.3,798.1,822.4,821.1,805,760.8,735.2,702.1,705.1,667.4,689.3,1
211103,680.9,689.7,642.6,625.6,638,627.5,633.9,642.2,700,772.7,778,774.9,741.9,763.2,766.7,787.1,759.6,733.7,692.8,667.4,735.5,725,695.8,711.4,1
211104,650.6,644.9,620.6,638.9,642.2,591.7,598.3,615.5,711.3,796.6,799.7,795.9,797.6,777.9,825.8,805.9,816.5,812.9,734.5,718.4,720.6,725.8,733.2,702.6,1
211105,681.5,642.8,657.5,660.2,655.4,650,620.8,635.7,676.9,722,853.6,814.1,768,807.4,815.2,819.5,773.4,755.3,707.4,684.3,687.3,654.3,666.8,664.3,1
211108,632.5,650.4,642.5,616.1,603.6,590.9,613,601.8,715.5,776.3,805.7,805.1,819.2,866.2,826,813.5,863.9,833.8,790.6,763.3,702.1,716.8,715.1,707.5,3
211109,663.1,664.2,635.6,626.5,608.3,597.7,619.1,620.8,660.7,788.4,841.4,816.7,835.4,810.6,806.1,788.8,797.3,785.9,721.2,686.6,696,692,677.9,691.8,1
211110,651.2,616.1,612.9,632.8,630,628.2,668.1,666.4,737.8,789.2,791.9,816.9,849.9,819,815.6,812.2,780.6,795.6,749.7,726.3,712.4,701.6,703.9,685,1
211111,678.6,669.6,644.2,686.9,653.2,656.9,668.4,631.1,762.4,796.2,793.5,803.3,843,831,854,851,869.2,842.4,774.5,765.4,779.4,712.1,752,714,1
211112,707.4,686.3,693.2,643.5,643.2,674.2,645.4,663.4,773.7,822.8,842,812.1,795.8,833.2,842.7,844.9,822.5,832.2,798.8,735.4,745,708.2,730.8,715.5,1
211115,651.7,660.7,651.3,625.3,621.4,604.6,608,647,711.1,838.7,841.1,833.5,839,860,842.2,809.9,840.5,770.8,780.9,735,734.4,724,707.3,704.4,3
211116,717.9,685.9,693.3,685.6,651.8,620.9,684.8,651.8,731.7,801.8,842.7,815.9,781.3,809.8,745.7,779.7,799.3,783.1,737.4,728.6,698.5,700.8,715.1,691.1,1
211117,664.8,680.8,671.4,631.5,650.2,646.4,622.1,624.6,660.9,701.9,701.2,682.4,684.1,662.8,679.3,719.8,702.7,708.2,669.3,712.2,730.5,716.5,683.9,639.6,1
211118,636.2,635.4,658.8,621.7,604.4,613.2,597.8,630.3,700.6,782.1,795.3,797,784.2,752.8,792.7,783.4,781.8,773.2,721.4,743.4,732.8,728.3,697.5,720.1,1
211119,708.1,706.2,683,662.1,660.3,678.3,663,691.7,784.7,831.7,863.9,855.6,822.6,817.2,801.5,833.1,811.9,822.8,763.4,730.4,710.5,704.4,720.9,693.7,1
211122,703.1,686.6,650.6,688.9,696.8,681.9,701.4,739.1,782.7,859.6,856.1,850.6,870.4,876.4,925.6,929.7,873.8,833.1,795.5,746.9,739,719.9,724.6,743,3
211123,680.2,690.2,673.2,646.5,665.8,668.5,643.2,658.8,770.8,904.4,953,938.2,919.6,939.8,940.8,956.1,944.4,904.6,903.4,801.9,810.1,789.1,750.3,770.3,1
211124,739.1,745.3,703.8,667.1,681.1,679.1,720.9,695.9,824.6,882.2,898.2,933.6,869.2,856.8,853.4,854.1,845.7,817.9,792,768.6,732.9,737,750,746.7,1
211125,747.1,738.4,705.6,725.2,691.8,690.8,664.7,743.2,800.4,814.8,793.4,792.2,763.4,790.5,792.6,846.3,812.3,811.1,735.1,726.4,696.8,754.6,708.6,721.6,1
211126,685.8,686.8,686,679.9,684.9,712.8,721.8,710,811,843.5,845.9,829.4,850,837.7,868.8,881.3,864,829.2,759.5,755.3,724.1,720.2,703.4,687.5,1
211129,754.5,741.8,724.9,714.9,760.5,721.2,735.7,741.8,857.7,858.7,885.1,897.9,881.7,819.5,836,833.8,812,809.1,762.7,702.2,749.1,695.8,731.6,706.9,3
211201,737.3,740.6,700.8,682.1,698.8,695.8,681.3,714.2,835.7,971.1,980.7,996.1,967.7,1036.3,1033.3,1008,1039.7,1001.7,888.7,823.4,843.5,841.6,838.2,821,2
211202,837.7,820.4,757.5,768.3,770.4,755.3,805.3,779.6,926.7,1052.4,1019.3,979.5,1021.5,1000,986.3,1009.8,1041.8,1029.2,948.9,851,850.9,884,812.9,805,1
211203,810.6,719.1,760.5,739.2,746.5,702.6,717,779,869.7,988.1,968.7,955.1,972.6,973.6,1022.2,992.3,1030.3,970.3,892.1,832.6,813,842,842.5,824.9,1
211206,824.4,846.3,767.7,756.8,747,713.3,771.2,772.3,871.8,950,1004.9,1001.4,936.1,935.1,925.9,934.5,941.4,949.5,842.3,779.6,792.6,802.5,763.1,782.3,3
211207,811.7,716,799.9,771.6,794.6,768.5,787.5,834.8,926.8,1046.1,1013.4,961,942.3,924.1,961.5,968.5,957.2,953.2,867.4,835.5,795.1,765.2,803.3,801.1,1
211208,793.3,769.5,766.2,756.9,834.2,738.2,783.7,807.4,860.5,987.8,1001.2,936.3,900.2,872.9,887.3,891.9,911.4,861.4,766.3,765.9,736.7,727,725.9,744.9,1
211209,769.9,742,721.1,685.4,672.4,702.3,700.8,726.4,837.3,941.7,947.2,883.2,811.8,771.2,805.7,801.7,750.5,780.9,742.6,714.7,715.4,728.5,714.3,708,1
211213,744.9,702.2,750.1,687.9,704.5,709.2,722,787.7,856,1000.8,1001.8,1018.7,1049.6,988.5,1037.9,991.1,979,999.9,946.1,872.6,819.2,843.5,780.2,780.8,4
211214,785.4,764.6,787.6,801.7,748,770.2,743,771.3,851.1,1041.9,1042.1,1070.3,1010.5,983.2,1006.6,1019,1014.9,969.6,908.8,861.1,810.3,805.7,814.9,863.6,1
211215,743.6,768.1,742.2,774,723.7,738.5,798.5,760.5,888.5,987.8,985.5,1032.9,970.2,889.7,879.3,881,880.2,883.4,840.8,790.8,776.3,783,793.8,756.9,1
211216,774.5,762.4,735.5,715.2,692.9,714.2,710.2,759.7,875.6,939.6,943.8,1027.6,938.3,956.9,947.6,943.4,951.4,925.6,877.3,805.5,752.1,779.5,743,742.7,1
211217,710.5,744.3,710.5,713.9,693.9,697.5,725.6,745.7,944.2,1014.8,1009.3,1003.8,966,1053.3,1009.3,1083.6,1068.6,980.4,956.9,856.5,842.4,853.9,807,864.1,1
211220,808.3,784.9,804.3,792.6,805.9,798.3,796,838.5,923.3,1076.4,1083,1098.3,1007.5,1022.8,983,964.6,903.3,930,890.7,814.1,830.3,817.8,815.3,888.9,3
211221,827.8,788.2,780.5,805.4,746.8,787.1,822.2,810.5,951.3,1035,1019.1,1000.1,950,925,914.3,928.4,951.3,934.9,872.9,883.3,833,876.1,830.5,808.8,1
211227,862.1,868.6,836,849.5,886.9,861.9,888.2,896.7,1085.6,1188.9,1212.1,1175.8,1170.5,1125.1,1148.9,1148,1152.9,1139,1111.6,1011.1,1026.3,946,938.4,922.8,6
211228,885.6,890.9,859.7,875.7,868.3,853.8,850.5,868.5,959.1,1131.5,1125.7,1095.3,1086.8,1086.3,1141.7,1108.2,1072.2,1092,997.6,928.1,933,862.6,902.8,896.1,1
211229,847.5,877.3,824.7,813.5,836.8,774.4,809.9,853,977,1027.3,1030,1012.6,997.8,992.8,965.2,981.1,1013.5,957.5,893.3,871.3,902.9,878.8,910,869.2,1
211230,864.7,841.4,788.1,812.6,776.7,801,851,851.2,938.3,1032.5,1009,1021.4,1020.8,1006.1,1048.5,1042.5,1019.1,1006,949.4,883,900.5,841.5,871.5,856,1
