TM_6,TM_9,TM_12,TM_15,TM_18,WS_6,WS_9,WS_12,WS_15,WS_18,SK_6,SK_9,SK_12,SK_5,SK_18,PP_6,PP_9,PP_12,PP_15,PP_18,PR_9,PR_15,PR_21
22.0,20.0,16.0,14.0,12.0,3.2,1.8,2.1,1.9,2.1,1.0,3.0,3.0,3.0,4.0,0.0,10.0,20.0,10.0,30.0,0.0,0.0,0.0
20.0,18.0,18.0,16.0,13.0,5.1,6.6,5.4,3.8,3.5,4.0,4.0,4.0,4.0,4.0,60.0,60.0,67.0,60.0,30.0,5.0,20.0,0.0
20.0,17.0,12.0,9.0,7.0,5.5,3.6,0.5,0.3,1.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,21.0,16.0,13.0,12.0,3.5,2.8,2.2,2.4,2.5,3.0,3.0,3.0,3.0,1.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
19.0,17.0,12.0,9.0,7.0,3.2,4.2,0.4,1.2,0.3,3.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,21.0,16.0,13.0,9.0,5.0,3.3,2.6,1.3,1.6,1.0,1.0,3.0,1.0,1.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0
23.0,21.0,15.0,13.0,12.0,2.8,1.8,1.7,1.9,2.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0
22.0,20.0,18.0,16.0,15.0,2.6,2.3,1.7,1.8,2.2,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
23.0,22.0,19.0,16.0,15.0,4.6,2.7,2.6,1.8,1.9,3.0,3.0,3.0,1.0,1.0,20.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0
28.0,26.0,21.0,18.0,16.0,3.4,2.5,1.0,1.4,1.3,4.0,3.0,1.0,1.0,1.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,25.0,21.0,18.0,16.0,1.2,1.5,1.0,1.4,0.9,3.0,3.0,3.0,1.0,1.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
29.0,25.0,21.0,20.0,20.0,4.0,3.2,2.3,3.3,2.6,3.0,3.0,4.0,4.0,4.0,10.0,20.0,30.0,30.0,30.0,0.0,0.0,5.0
23.0,23.0,22.0,21.0,21.0,3.3,2.4,2.4,2.7,2.8,4.0,4.0,4.0,4.0,4.0,60.0,30.0,30.0,60.0,70.0,1.0,5.0,20.0
21.0,19.0,19.0,17.0,16.0,3.5,2.3,1.8,1.4,1.1,4.0,4.0,4.0,4.0,4.0,60.0,70.0,30.0,30.0,30.0,10.0,0.0,0.0
17.0,17.0,15.0,14.0,13.0,2.2,1.9,1.0,0.9,1.0,4.0,4.0,4.0,4.0,4.0,60.0,30.0,30.0,30.0,30.0,1.0,0.0,0.0
24.0,22.0,18.0,15.0,13.0,2.3,3.0,0.8,0.6,0.9,4.0,3.0,1.0,1.0,1.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,26.0,21.0,18.0,17.0,1.9,1.3,1.7,1.6,1.8,1.0,1.0,3.0,3.0,4.0,0.0,0.0,10.0,20.0,30.0,0.0,0.0,0.0
18.0,18.0,17.0,15.0,15.0,0.2,1.7,2.3,3.9,3.0,4.0,4.0,4.0,4.0,4.0,80.0,70.0,30.0,30.0,30.0,5.0,0.0,0.0
20.0,18.0,15.0,13.0,12.0,3.7,3.6,1.4,1.3,1.4,3.0,3.0,3.0,1.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
26.0,24.0,18.0,15.0,13.0,3.4,2.6,1.2,1.4,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,24.0,20.0,18.0,17.0,1.8,2.5,1.4,0.7,0.7,3.0,4.0,4.0,4.0,4.0,20.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
25.0,23.0,16.0,14.0,12.0,4.2,2.4,1.8,1.0,2.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,20.0,15.0,13.0,12.0,5.2,3.5,1.0,0.9,1.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,22.0,19.0,16.0,15.0,4.0,5.0,5.2,3.6,1.4,4.0,4.0,3.0,4.0,4.0,30.0,30.0,20.0,30.0,61.0,0.0,0.0,10.0
23.0,21.0,16.0,14.0,13.0,3.5,2.8,1.2,1.6,1.8,3.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,19.0,16.0,15.0,14.0,4.6,4.3,3.0,3.8,2.9,4.0,1.0,4.0,4.0,1.0,70.0,10.0,30.0,30.0,0.0,10.0,0.0,0.0
25.0,23.0,18.0,15.0,14.0,3.2,2.0,1.7,1.2,2.1,1.0,1.0,3.0,3.0,3.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0,0.0
28.0,26.0,21.0,18.0,16.0,3.2,2.9,3.0,2.5,1.7,1.0,1.0,3.0,1.0,3.0,0.0,10.0,10.0,0.0,20.0,0.0,0.0,0.0
28.0,26.0,21.0,18.0,16.0,2.6,1.8,1.4,2.1,1.8,3.0,1.0,3.0,1.0,1.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
30.0,28.0,23.0,20.0,18.0,2.4,1.5,0.5,1.5,2.0,3.0,4.0,4.0,1.0,1.0,10.0,30.0,30.0,10.0,0.0,0.0,0.0,0.0
29.0,26.0,22.0,20.0,19.0,4.1,2.7,2.5,2.9,2.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,22.0,19.0,19.0,18.0,3.4,1.1,2.9,1.4,2.1,4.0,4.0,4.0,4.0,4.0,30.0,30.0,60.0,30.0,30.0,0.0,1.0,0.0
25.0,24.0,18.0,15.0,14.0,3.9,3.5,1.7,1.7,1.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,25.0,21.0,19.0,17.0,4.8,3.6,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,27.0,22.0,19.0,17.0,4.1,3.0,1.0,1.3,1.6,3.0,1.0,1.0,1.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,28.0,23.0,20.0,18.0,2.5,1.9,1.4,1.2,0.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,30.0,24.0,22.0,20.0,1.5,1.6,1.1,1.1,1.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,29.0,24.0,22.0,21.0,3.8,3.2,2.2,2.0,2.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,25.0,23.0,22.0,22.0,5.5,4.2,5.0,4.1,4.5,4.0,4.0,4.0,4.0,4.0,30.0,30.0,60.0,66.0,80.0,0.0,20.0,70.0
27.0,27.0,22.0,20.0,19.0,0.9,1.8,1.2,0.7,0.9,4.0,3.0,3.0,4.0,4.0,30.0,20.0,10.0,30.0,30.0,0.0,0.0,0.0
30.0,28.0,24.0,22.0,20.0,1.9,3.1,0.9,0.8,0.1,3.0,3.0,3.0,4.0,4.0,20.0,10.0,20.0,30.0,30.0,0.0,0.0,0.0
29.0,28.0,24.0,21.0,20.0,2.5,2.5,1.0,0.7,1.1,3.0,3.0,4.0,4.0,4.0,20.0,20.0,30.0,30.0,30.0,0.0,0.0,0.0
28.0,27.0,24.0,22.0,21.0,2.3,2.3,1.3,1.9,1.7,4.0,4.0,4.0,4.0,4.0,30.0,60.0,30.0,30.0,30.0,5.0,0.0,0.0
22.0,22.0,22.0,21.0,21.0,3.4,3.9,3.0,2.5,2.0,4.0,4.0,4.0,4.0,4.0,67.0,60.0,60.0,30.0,30.0,10.0,1.0,0.0
27.0,26.0,23.0,20.0,19.0,4.0,3.1,2.2,1.4,1.2,4.0,3.0,3.0,3.0,1.0,30.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
25.0,23.0,22.0,21.0,20.0,0.3,0.8,0.7,1.4,1.1,4.0,4.0,4.0,4.0,4.0,30.0,60.0,60.0,30.0,30.0,1.0,1.0,0.0
25.0,24.0,22.0,21.0,19.0,2.8,2.7,1.6,1.4,1.9,4.0,4.0,4.0,4.0,1.0,30.0,30.0,30.0,30.0,10.0,0.0,0.0,0.0
28.0,27.0,22.0,19.0,17.0,2.4,2.2,1.1,1.1,1.2,1.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,28.0,23.0,20.0,19.0,3.3,2.2,1.5,1.2,0.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,29.0,23.0,20.0,18.0,2.8,2.2,1.2,1.9,1.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,27.0,22.0,20.0,19.0,4.3,4.2,2.8,2.1,2.7,1.0,3.0,3.0,3.0,4.0,0.0,60.0,60.0,20.0,30.0,1.0,1.0,0.0
24.0,24.0,21.0,20.0,19.0,2.3,2.4,1.4,1.6,1.5,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,30.0,30.0,10.0,1.0,0.0
26.0,24.0,22.0,21.0,19.0,1.3,2.1,0.9,0.8,1.1,3.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,60.0,30.0,5.0,5.0,0.0
29.0,27.0,23.0,22.0,21.0,2.2,2.1,0.7,0.9,1.1,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,5.0
28.0,26.0,24.0,22.0,20.0,2.3,2.0,1.3,1.4,1.3,3.0,4.0,4.0,3.0,1.0,20.0,60.0,30.0,20.0,0.0,1.0,0.0,0.0
29.0,27.0,24.0,23.0,21.0,2.7,1.9,1.0,1.1,1.6,3.0,3.0,4.0,4.0,4.0,20.0,20.0,30.0,30.0,30.0,0.0,0.0,0.0
29.0,27.0,24.0,23.0,21.0,1.2,1.5,0.6,0.4,1.4,4.0,3.0,3.0,4.0,4.0,60.0,60.0,60.0,30.0,30.0,20.0,1.0,0.0
28.0,27.0,23.0,21.0,21.0,2.0,1.8,0.4,1.3,1.2,3.0,4.0,3.0,3.0,3.0,60.0,60.0,20.0,20.0,20.0,40.0,0.0,0.0
28.0,28.0,24.0,22.0,21.0,0.7,1.2,1.3,1.3,1.6,4.0,3.0,4.0,3.0,1.0,60.0,60.0,30.0,20.0,0.0,20.0,0.0,0.0
32.0,30.0,26.0,24.0,22.0,1.6,1.5,1.4,1.3,1.0,1.0,3.0,3.0,4.0,3.0,0.0,20.0,20.0,30.0,20.0,0.0,0.0,0.0
30.0,28.0,25.0,24.0,23.0,0.8,1.7,1.7,1.9,1.9,3.0,3.0,4.0,3.0,1.0,60.0,60.0,30.0,20.0,0.0,4.0,0.0,0.0
22.0,24.0,25.0,25.0,24.0,5.7,4.5,4.9,5.4,4.1,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,63.0,66.0,2.0,3.0,0.0
26.0,25.0,23.0,22.0,21.0,3.8,2.3,1.7,1.2,1.2,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
24.0,23.0,23.0,24.0,24.0,2.6,2.9,4.2,3.9,2.5,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,73.0,62.0,2.0,5.0,0.0
24.0,25.0,24.0,24.0,24.0,1.8,1.8,1.1,0.9,1.2,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,60.0,63.0,1.0,1.0,2.0
26.0,26.0,25.0,25.0,24.0,1.7,1.7,1.5,1.9,1.4,4.0,4.0,4.0,4.0,4.0,60.0,30.0,60.0,30.0,30.0,0.0,0.0,0.0
27.0,26.0,24.0,23.0,23.0,2.6,2.3,1.4,1.8,1.7,3.0,4.0,4.0,4.0,4.0,20.0,30.0,60.0,30.0,30.0,0.0,0.0,0.0
30.0,28.0,25.0,24.0,23.0,3.9,2.9,1.3,1.1,1.9,3.0,3.0,4.0,4.0,4.0,60.0,20.0,30.0,30.0,30.0,0.0,0.0,0.0
30.0,28.0,26.0,25.0,24.0,2.5,2.8,1.2,1.8,1.8,4.0,3.0,4.0,3.0,4.0,30.0,20.0,30.0,20.0,30.0,0.0,0.0,0.0
31.0,30.0,26.0,25.0,25.0,3.3,2.9,1.1,1.2,1.9,1.0,3.0,1.0,1.0,4.0,0.0,60.0,0.0,0.0,30.0,7.0,0.0,0.0
32.0,30.0,27.0,26.0,24.0,2.2,1.5,2.1,1.6,1.8,3.0,3.0,3.0,3.0,1.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
31.0,30.0,27.0,26.0,25.0,3.3,2.3,1.9,2.4,2.0,3.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,30.0,27.0,25.0,24.0,3.0,3.0,1.6,1.5,1.6,4.0,4.0,1.0,1.0,3.0,30.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0
32.0,30.0,27.0,25.0,24.0,2.5,2.1,1.5,1.2,1.5,3.0,4.0,4.0,3.0,4.0,60.0,30.0,30.0,20.0,30.0,0.0,0.0,0.0
30.0,29.0,26.0,25.0,23.0,1.5,1.3,1.2,1.3,1.2,3.0,3.0,3.0,3.0,3.0,60.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0
29.0,28.0,25.0,24.0,24.0,2.5,1.9,1.3,1.9,1.5,3.0,3.0,3.0,1.0,1.0,60.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
30.0,29.0,26.0,25.0,24.0,3.6,2.9,1.6,1.9,1.7,4.0,3.0,3.0,4.0,4.0,60.0,20.0,20.0,30.0,60.0,0.0,0.0,5.0
30.0,29.0,26.0,25.0,25.0,3.2,1.6,1.4,1.1,1.3,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
32.0,31.0,27.0,25.0,23.0,2.3,1.4,1.5,1.2,1.4,4.0,1.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,33.0,28.0,25.0,23.0,2.5,2.0,1.2,1.2,1.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,32.0,27.0,25.0,24.0,2.6,2.1,1.5,1.9,1.1,1.0,1.0,3.0,3.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
33.0,31.0,27.0,25.0,24.0,3.0,2.0,1.1,1.4,1.5,1.0,1.0,4.0,3.0,4.0,0.0,0.0,30.0,20.0,30.0,0.0,0.0,0.0
34.0,32.0,27.0,25.0,24.0,3.4,1.9,1.5,1.9,2.2,3.0,3.0,1.0,1.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,31.0,27.0,25.0,24.0,3.1,2.0,2.1,2.1,2.2,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
33.0,31.0,27.0,24.0,23.0,3.6,2.4,1.9,1.7,1.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,32.0,28.0,26.0,24.0,2.4,2.6,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0
34.0,31.0,28.0,26.0,24.0,1.6,2.5,0.8,1.2,0.9,3.0,4.0,4.0,3.0,3.0,20.0,30.0,60.0,20.0,20.0,0.0,0.0,0.0
33.0,31.0,27.0,25.0,23.0,2.7,2.2,1.1,1.3,1.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,30.0,28.0,26.0,26.0,3.2,2.7,2.0,1.8,1.5,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
34.0,31.0,27.0,26.0,25.0,2.1,2.5,0.9,0.5,0.8,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
29.0,28.0,27.0,26.0,25.0,2.1,1.4,0.6,1.1,0.7,4.0,4.0,4.0,4.0,4.0,60.0,60.0,30.0,30.0,30.0,4.0,0.0,0.0
30.0,29.0,27.0,26.0,25.0,2.2,0.4,1.3,1.6,1.9,4.0,3.0,4.0,3.0,4.0,60.0,20.0,30.0,20.0,30.0,0.0,0.0,0.0
32.0,31.0,27.0,25.0,24.0,3.0,2.6,1.5,1.1,1.3,4.0,1.0,1.0,1.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,32.0,28.0,26.0,25.0,2.6,2.0,1.3,1.1,1.2,3.0,1.0,1.0,1.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,31.0,28.0,26.0,25.0,1.0,1.8,1.1,1.1,1.4,4.0,3.0,4.0,3.0,3.0,60.0,60.0,30.0,20.0,20.0,11.0,0.0,0.0
35.0,32.0,28.0,26.0,25.0,1.3,2.7,1.6,1.8,1.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,30.0,27.0,26.0,25.0,3.6,2.3,1.6,1.3,0.9,4.0,3.0,3.0,3.0,1.0,60.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
31.0,29.0,27.0,25.0,24.0,2.6,1.8,1.3,1.3,1.7,4.0,3.0,4.0,1.0,1.0,60.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0
32.0,29.0,26.0,24.0,23.0,3.2,2.6,0.9,0.9,1.2,1.0,1.0,4.0,3.0,3.0,0.0,0.0,30.0,20.0,20.0,0.0,0.0,0.0
31.0,29.0,26.0,24.0,22.0,2.3,2.6,0.9,0.8,0.8,3.0,3.0,3.0,3.0,1.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
32.0,30.0,26.0,24.0,23.0,2.6,2.8,0.9,1.0,1.0,3.0,3.0,1.0,3.0,1.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
32.0,28.0,26.0,25.0,24.0,1.1,1.3,1.1,0.9,1.1,4.0,4.0,4.0,4.0,3.0,30.0,30.0,30.0,30.0,20.0,0.0,0.0,0.0
31.0,29.0,26.0,25.0,24.0,1.4,1.4,0.8,1.3,0.9,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,60.0,60.0,0.0,3.0,3.0
28.0,27.0,24.0,22.0,21.0,2.0,1.1,1.1,1.6,1.2,4.0,4.0,3.0,1.0,1.0,30.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0
31.0,28.0,25.0,24.0,23.0,1.5,1.6,1.8,1.4,1.8,3.0,4.0,3.0,3.0,1.0,20.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0
30.0,28.0,25.0,23.0,21.0,2.5,2.2,1.4,1.4,1.1,4.0,4.0,3.0,1.0,1.0,30.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0
31.0,28.0,24.0,22.0,21.0,2.4,1.3,1.1,1.3,1.3,4.0,4.0,4.0,3.0,3.0,60.0,30.0,30.0,20.0,20.0,0.0,0.0,0.0
28.0,25.0,23.0,22.0,21.0,2.1,1.7,0.9,0.4,0.7,3.0,4.0,3.0,3.0,4.0,60.0,60.0,60.0,20.0,30.0,0.0,0.0,0.0
28.0,25.0,23.0,21.0,20.0,2.7,0.5,0.4,1.5,1.1,3.0,3.0,3.0,3.0,1.0,60.0,60.0,20.0,20.0,0.0,4.0,0.0,0.0
29.0,27.0,25.0,24.0,24.0,3.9,3.1,2.5,3.7,3.2,3.0,1.0,3.0,4.0,4.0,20.0,0.0,20.0,30.0,30.0,0.0,0.0,0.0
26.0,27.0,25.0,24.0,23.0,5.5,3.7,2.3,2.2,2.0,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,60.0,30.0,1.0,0.0,0.0
29.0,27.0,25.0,24.0,24.0,2.0,1.3,1.2,1.7,1.0,4.0,3.0,4.0,4.0,4.0,30.0,20.0,30.0,30.0,60.0,0.0,0.0,0.0
25.0,25.0,24.0,24.0,24.0,1.2,6.0,8.9,8.0,9.4,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,60.0,60.0,9.0,4.0,4.0
28.0,27.0,25.0,25.0,24.0,5.8,4.1,2.8,2.3,1.7,4.0,4.0,4.0,4.0,4.0,60.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
26.0,26.0,25.0,24.0,23.0,1.6,1.7,1.5,1.3,1.2,4.0,4.0,4.0,4.0,3.0,62.0,60.0,30.0,30.0,20.0,0.0,0.0,0.0
30.0,28.0,24.0,23.0,22.0,2.4,1.5,1.2,1.0,1.1,3.0,3.0,1.0,1.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,25.0,24.0,22.0,22.0,4.3,1.4,1.2,1.5,1.3,4.0,4.0,4.0,4.0,3.0,60.0,60.0,30.0,30.0,20.0,7.0,0.0,0.0
29.0,27.0,23.0,22.0,22.0,2.3,1.7,1.1,1.0,0.4,4.0,4.0,4.0,3.0,4.0,30.0,30.0,60.0,20.0,30.0,0.0,0.0,0.0
28.0,27.0,24.0,23.0,23.0,3.2,2.0,1.1,1.6,1.1,4.0,4.0,4.0,3.0,4.0,60.0,30.0,30.0,20.0,30.0,0.0,0.0,0.0
28.0,26.0,24.0,23.0,23.0,2.1,2.3,1.8,0.9,0.5,4.0,3.0,3.0,4.0,4.0,30.0,20.0,20.0,30.0,30.0,0.0,0.0,0.0
